0.08,44.9
0.16,30.7
0.24,33.7
0.32,27.4
0.4,27.4
0.48,26.8
0.56,26.4
0.64,27.3
0.72,25.4
0.8,24.8
0.88,34.6
0.96,25.8
1.04,30.9
1.12,29.1
1.2,25.3
1.28,26.6
1.36,23.9
1.44,24.5
1.52,23.4
1.6,29.1
