0.04,66.3
0.08,53.5
0.12,53.4
0.16,52.2
0.2,51.0
0.24,49.8
0.28,49.8
0.32,48.5
0.36,49.0
0.4,47.6
0.44,48.4
0.48,48.8
0.52,48.1
0.56,48.4
0.6,48.2
0.64,46.6
0.68,47.7
0.72,46.4
0.76,46.5
0.8,47.1
