0.04,61.9
0.08,53.1
0.12,53.7
0.16,51.5
0.2,50.1
0.24,50.2
0.28,50.5
0.32,50.2
0.36,49.8
0.4,53.9
0.44,58.7
0.48,54.1
0.52,66.7
0.56,50.1
0.6,48.6
0.64,46.0
0.68,45.8
0.72,45.8
0.76,46.1
0.8,46.2
